ImageID,LabelName,XMin,XMax,YMin,YMax
i9.jpg,Window,0.36101082,0.38086644,0.08303249,0.10830325
i9.jpg,Window,0.4097473,0.4296029000000001,0.010830325,0.037906136
i9.jpg,Window,0.41155234,0.42779782,0.07039711,0.092057765
i9.jpg,Window,0.41516244,0.433213,0.12815884,0.1534296
i9.jpg,Window,0.41516244,0.43140793,0.18772563,0.21119134
i9.jpg,Window,0.46028882,0.4765343,0.0,0.014440433
i9.jpg,Window,0.46028882,0.48194945,0.05956679,0.08483755
i9.jpg,Window,0.46209386,0.48555955,0.12454873,0.14620939
i9.jpg,Window,0.46389893,0.48555955,0.18411553,0.20397112
i9.jpg,Window,0.5956679,0.62454873,0.15884477,0.18592058
i9.jpg,Window,0.5974729,0.62274367,0.023465704,0.05234657
i9.jpg,Window,0.599278,0.62454873,0.090252705,0.12093863
i9.jpg,Window,0.66064984,0.6949459,0.1498195,0.1768953
i9.jpg,Window,0.6624549,0.69133574,0.077617325,0.10469314
i9.jpg,Window,0.6624549,0.6931408,0.2202166,0.24368231
i9.jpg,Window,0.7364621,0.76534295,0.06137184,0.090252705
i9.jpg,Window,0.7382671,0.7671479999999999,0.13537906,0.16787003
i9.jpg,Window,0.7382671,0.7527076,0.20577617,0.23646209
i9.jpg,Window,0.900722,0.9368231,0.02166065,0.05956679
i9.jpg,Window,0.900722,0.93501806,0.18050541,0.21841155
i9.jpg,Window,0.900722,0.933213,0.2599278,0.28880867
i9.jpg,Window,0.9025271,0.93501806,0.102888085,0.13898917
i9.jpg,Window,0.98736465,0.99458486,0.1732852,0.20577617
i9.jpg,Window,0.98916966,0.99638987,0.092057765,0.12454873
i9.jpg,Window,0.9909747,0.99819493,0.0072202166,0.039711192
i9.jpg,Couch,0.0,0.46028882,0.5216606,0.9043321
i9.jpg,Furniture,0.0,0.46028882,0.5216606,0.9043321
i9.jpg,Coffee table,0.0,0.21841155,0.79422385,1.0
i9.jpg,Table,0.0,0.21841155,0.79422385,1.0
i9.jpg,Furniture,0.0,0.21841155,0.79422385,1.0
i9.jpg,Swimming pool,0.26534295,1.0,0.4891697,0.6714800999999999
i10.jpg,Vegetable,0.0,0.9975,0.0,0.9955556
i10.jpg,Pasta,0.0,1.0,0.0,1.0
i11.jpg,Hat,0.05321508,1.0,0.1281296,0.7275404999999999
i11.jpg,Human face,0.29046562,0.9778271,0.3681885,0.8969072
i11.jpg,Human nose,0.57649666,0.75609756,0.53608245,0.6848306
i11.jpg,Human head,0.05543237,1.0,0.12960236,0.89543444
i11.jpg,Human eye,0.3924612,0.57427937,0.5198822,0.57879233
i11.jpg,Human eye,0.7361419,0.90909094,0.51693666,0.5729013000000001
i11.jpg,Human ear,0.29711753,0.35698447,0.58468336,0.6892489
i11.jpg,Human ear,0.9490022,0.9711752,0.63622975,0.6730486
i11.jpg,Human mouth,0.49445677,0.827051,0.7113401999999999,0.7776141
i11.jpg,Man,0.0,0.9977827,0.12371134,0.9970545
i11.jpg,Person,0.0,0.9977827,0.12371134,0.9970545
i12.jpg,Raccoon,0.0,1.0,0.02359882,1.0
i12.jpg,Carnivore,0.0,1.0,0.02359882,1.0
i12.jpg,Animal,0.0,1.0,0.02359882,1.0
i13.jpg,Salad,0.050632913,0.9349005,0.02166065,0.85379064
i13.jpg,Vegetable,0.050632913,0.9349005,0.02166065,0.85379064
i13.jpg,Cabbage,0.048824593,0.93670887,0.016245488,0.8592058000000001
i13.jpg,Vegetable,0.048824593,0.93670887,0.016245488,0.8592058000000001
i14.jpg,Sock,0.010830325,0.5595668,0.25812274,0.9783394
i14.jpg,Human leg,0.009025271,0.5595668,0.25812274,1.0
i14.jpg,Human foot,0.010830325,0.5577616999999999,0.25812274,0.95126355
i15.jpg,Human face,0.35,0.7558824000000001,0.07674944,0.5011287
i15.jpg,Suit,0.0,0.9970588,0.4153499,0.99774265
i15.jpg,Human hair,0.31470588,0.8382353000000001,0.0,0.39954853
i15.jpg,Human nose,0.47058824,0.58235294,0.25056434,0.3589165
i15.jpg,Human head,0.34411764,0.8,0.0,0.503386
i15.jpg,Human eye,0.41764706,0.5176470999999999,0.22573364,0.24379233
i15.jpg,Human eye,0.59117645,0.67058825,0.24830700000000006,0.2731377
i15.jpg,Necklace,0.38235295,0.7147059,0.47629797,0.95259595
i15.jpg,Man,0.0,1.0,0.0,1.0
i15.jpg,Person,0.0,1.0,0.0,1.0
i16.jpg,Hat,0.15905744,0.34020618,0.19469027,0.37831858
i16.jpg,Person,0.082474224,0.634757,0.19247788,0.9977876
i16.jpg,Human nose,0.29307806,0.31516936,0.34513274,0.38274336
i16.jpg,Human head,0.17083947,0.31958762,0.29646018,0.40707964
i16.jpg,Rifle,0.19293079,0.95434463,0.03318584,0.5995575
i16.jpg,Weapon,0.19293079,0.95434463,0.03318584,0.5995575
i16.jpg,Shotgun,0.19145803,0.9558174,0.03318584,0.6017699000000001
i16.jpg,Weapon,0.19145803,0.9558174,0.03318584,0.6017699000000001
i16.jpg,Human arm,0.0736377,0.40942562,0.32743362,0.7256637
i16.jpg,Human arm,0.36966127,0.63622975,0.24557522,0.6216814
i17.jpg,Kitchen appliance,0.10485133,0.8779343000000001,0.22546972,1.0
i17.jpg,Gas stove,0.10485133,0.8794992,0.22546972,0.86012524
i17.jpg,Home appliance,0.10485133,0.8794992,0.22546972,0.86012524
i18.jpg,Shrimp,0.12093863,0.44945848,0.023465704,0.26353790000000005
i18.jpg,Shellfish,0.12093863,0.44945848,0.023465704,0.26353790000000005
i18.jpg,Seafood,0.12093863,0.44945848,0.023465704,0.26353790000000005
i18.jpg,Marine invertebrates,0.12093863,0.44945848,0.023465704,0.26353790000000005
i18.jpg,Invertebrate,0.12093863,0.44945848,0.023465704,0.26353790000000005
i18.jpg,Shellfish,0.12093863,0.44945848,0.023465704,0.26353790000000005
i18.jpg,Animal,0.12093863,0.44945848,0.023465704,0.26353790000000005
i18.jpg,Shrimp,0.1768953,0.57220215,0.29061370000000003,0.6425993
i18.jpg,Shellfish,0.1768953,0.57220215,0.29061370000000003,0.6425993
i18.jpg,Seafood,0.1768953,0.57220215,0.29061370000000003,0.6425993
i18.jpg,Marine invertebrates,0.1768953,0.57220215,0.29061370000000003,0.6425993
i18.jpg,Invertebrate,0.1768953,0.57220215,0.29061370000000003,0.6425993
i18.jpg,Shellfish,0.1768953,0.57220215,0.29061370000000003,0.6425993
i18.jpg,Animal,0.1768953,0.57220215,0.29061370000000003,0.6425993
i18.jpg,Shrimp,0.84115523,1.0,0.5306859,0.89169675
i18.jpg,Shellfish,0.84115523,1.0,0.5306859,0.89169675
i18.jpg,Seafood,0.84115523,1.0,0.5306859,0.89169675
i18.jpg,Marine invertebrates,0.84115523,1.0,0.5306859,0.89169675
i18.jpg,Invertebrate,0.84115523,1.0,0.5306859,0.89169675
i18.jpg,Shellfish,0.84115523,1.0,0.5306859,0.89169675
i18.jpg,Animal,0.84115523,1.0,0.5306859,0.89169675
i18.jpg,Pasta,0.0036101083,1.0,0.0,1.0
i19.jpg,Traffic sign,0.0,0.8700148000000001,0.0,1.0
i20.jpg,Human face,0.2651357,0.7807933000000001,0.33125,0.6359375
i20.jpg,Dress,0.41127348,0.79749477,0.7,0.9953125
i20.jpg,Human hair,0.11899791,0.9227556999999998,0.10625,1.0
i20.jpg,Girl,0.12943633,0.92066807,0.1078125,1.0
i20.jpg,Person,0.12943633,0.92066807,0.1078125,1.0
i20.jpg,Human nose,0.4551148,0.5427975,0.43125,0.5140625
i20.jpg,Human mouth,0.45093945,0.5553236,0.5296875,0.571875
i20.jpg,Doll,0.12526096,0.92484343,0.10625,1.0
i20.jpg,Toy,0.12526096,0.92484343,0.10625,1.0
i21.jpg,Building,0.08559201,0.26533523,0.30663615,0.44393593
i21.jpg,Goat,0.0,0.74322397,0.3638444000000001,1.0
i21.jpg,Animal,0.0,0.74322397,0.3638444000000001,1.0
i22.jpg,Centipede,0.2625,0.903125,0.16666667,0.7125
i22.jpg,Invertebrate,0.2625,0.903125,0.16666667,0.7125
i22.jpg,Animal,0.2625,0.903125,0.16666667,0.7125
i22.jpg,Caterpillar,0.2609375,0.903125,0.16666667,0.79375
i22.jpg,Moths and butterflies,0.2609375,0.903125,0.16666667,0.79375
i22.jpg,Insect,0.2609375,0.903125,0.16666667,0.79375
i22.jpg,Invertebrate,0.2609375,0.903125,0.16666667,0.79375
i22.jpg,Animal,0.2609375,0.903125,0.16666667,0.79375
i23.jpg,Human face,0.33628318,0.66076696,0.23672566,0.6681416
i23.jpg,Human hair,0.35545722,0.64896756,0.24115044,0.37831858
i23.jpg,Human nose,0.44100294,0.4941003,0.39159292,0.5221239000000001
i23.jpg,Human head,0.33923304,0.6533923,0.23451327,0.6283186
i23.jpg,Human eye,0.3879056,0.44690266,0.34734514,0.38938054
i23.jpg,Human eye,0.48967552,0.56342185,0.35619470000000003,0.40265486
i23.jpg,Human mouth,0.42625368,0.5294985,0.55309737,0.6106195
i23.jpg,Boy,0.07964602,0.9985251,0.0,0.99557525
i23.jpg,Person,0.07964602,0.9985251,0.0,0.99557525
i23.jpg,Helmet,0.23746313,0.8761062,0.0,0.78318584
i23.jpg,Football helmet,0.069321536,1.0,0.23893805,1.0
i23.jpg,Helmet,0.069321536,1.0,0.23893805,1.0
i24.jpg,Earrings,0.0171875,0.3765625,0.09185804,0.5782881
i24.jpg,Earrings,0.2375,0.6640625,0.0,0.33611690000000005
i25.jpg,Tortoise,0.10699002,0.467903,0.3652968,0.56392694
i25.jpg,Turtle,0.10699002,0.467903,0.3652968,0.56392694
i25.jpg,Reptile,0.10699002,0.467903,0.3652968,0.56392694
i25.jpg,Animal,0.10699002,0.467903,0.3652968,0.56392694
i25.jpg,Tortoise,0.4208274,0.8445079,0.5273973000000001,0.783105
i25.jpg,Turtle,0.4208274,0.8445079,0.5273973000000001,0.783105
i25.jpg,Reptile,0.4208274,0.8445079,0.5273973000000001,0.783105
i25.jpg,Animal,0.4208274,0.8445079,0.5273973000000001,0.783105
i25.jpg,Turtle,0.50927246,0.8445079,0.5296804,0.78995436
i25.jpg,Reptile,0.50927246,0.8445079,0.5296804,0.78995436
i25.jpg,Animal,0.50927246,0.8445079,0.5296804,0.78995436
i25.jpg,Sea turtle,0.104136944,0.46647647,0.3652968,0.56621003
i25.jpg,Turtle,0.104136944,0.46647647,0.3652968,0.56621003
i25.jpg,Reptile,0.104136944,0.46647647,0.3652968,0.56621003
i25.jpg,Animal,0.104136944,0.46647647,0.3652968,0.56621003
i25.jpg,Sea turtle,0.42225394,0.8045649,0.5273973000000001,0.7853880999999999
i25.jpg,Turtle,0.42225394,0.8045649,0.5273973000000001,0.7853880999999999
i25.jpg,Reptile,0.42225394,0.8045649,0.5273973000000001,0.7853880999999999
i25.jpg,Animal,0.42225394,0.8045649,0.5273973000000001,0.7853880999999999
i26.jpg,Christmas tree,0.06332842,0.9985272,0.017738359,0.9977827
i26.jpg,Tree,0.06332842,0.9985272,0.017738359,0.9977827
i27.jpg,Jacket,0.025,1.0,0.084375,0.9984375
i28.jpg,Waste container,0.05986696,0.8935698000000001,0.02496329,0.83847284
i29.jpg,Shark,0.0,0.7796875,0.108333334,0.7
i29.jpg,Fish,0.0,0.7796875,0.108333334,0.7
i29.jpg,Animal,0.0,0.7796875,0.108333334,0.7
i30.jpg,Jaguar,0.0,0.8985915999999999,0.0,0.8726851999999999
i30.jpg,Carnivore,0.0,0.8985915999999999,0.0,0.8726851999999999
i30.jpg,Animal,0.0,0.8985915999999999,0.0,0.8726851999999999
i30.jpg,Leopard,0.0,0.8985915999999999,0.0,0.8796296
i30.jpg,Carnivore,0.0,0.8985915999999999,0.0,0.8796296
i30.jpg,Animal,0.0,0.8985915999999999,0.0,0.8796296
i31.jpg,Printer,0.0,0.97193503,0.0,0.93818986
i31.jpg,Office supplies,0.0014771048000000002,0.9748892,0.0,0.99558496
i32.jpg,Human leg,0.5328125,1.0,0.46666667,0.9458333
i32.jpg,Human leg,0.6375,1.0,0.43333334,0.77708334
i32.jpg,Lifejacket,0.278125,0.6640625,0.0,0.50416666
i32.jpg,Swimwear,0.278125,0.6546875,0.0,0.51458335
i32.jpg,Woman,0.0515625,0.9984375,0.0,0.9895833
i32.jpg,Person,0.0515625,0.9984375,0.0,0.9895833
i33.jpg,Bus,0.10625,0.9265625,0.26666668,0.6354167
i33.jpg,Land vehicle,0.10625,0.9265625,0.26666668,0.6354167
i33.jpg,Vehicle,0.10625,0.9265625,0.26666668,0.6354167
i33.jpg,Person,0.3625,0.41875,0.35625,0.42291668
i33.jpg,Person,0.4953125,0.54375,0.35625,0.42291668
i33.jpg,Person,0.609375,0.6625,0.35416666,0.41875
i33.jpg,Person,0.6703125,0.7015625,0.35416666,0.41875
i33.jpg,Person,0.7375,0.796875,0.35,0.41875
i33.jpg,Person,0.9578125,0.9984375,0.41875,0.5729167
i33.jpg,Wheel,0.2546875,0.3390625,0.51875,0.6375
i33.jpg,Wheel,0.71875,0.8125,0.5083333,0.6354167
i34.jpg,Canary,0.3484375,1.0,0.30833334,1.0
i34.jpg,Bird,0.3484375,1.0,0.30833334,1.0
i34.jpg,Animal,0.3484375,1.0,0.30833334,1.0
i35.jpg,Flower,0.0,1.0,0.0,1.0
i36.jpg,Reptile,0.04447853,0.93711656,0.09787234,0.9723404
i36.jpg,Animal,0.04447853,0.93711656,0.09787234,0.9723404
i37.jpg,Sea lion,0.20923520000000004,1.0,0.103837475,0.9255079
i37.jpg,Marine mammal,0.20923520000000004,1.0,0.103837475,0.9255079
i37.jpg,Animal,0.20923520000000004,1.0,0.103837475,0.9255079
i37.jpg,Sea lion,0.43145743,1.0,0.17832957,0.42663658
i37.jpg,Marine mammal,0.43145743,1.0,0.17832957,0.42663658
i37.jpg,Animal,0.43145743,1.0,0.17832957,0.42663658
i37.jpg,Harbor seal,0.20779221,1.0,0.099322796,0.9209931999999998
i37.jpg,Marine mammal,0.20779221,1.0,0.099322796,0.9209931999999998
i37.jpg,Animal,0.20779221,1.0,0.099322796,0.9209931999999998
i38.jpg,Person,0.0,0.69213486,0.8125,1.0
i38.jpg,Human hand,0.074157305,0.6943819999999999,0.8125,0.9898256
i38.jpg,Parrot,0.03820225,0.9460674,0.07994186,0.9113372
i38.jpg,Bird,0.03820225,0.9460674,0.07994186,0.9113372
i38.jpg,Animal,0.03820225,0.9460674,0.07994186,0.9113372
i38.jpg,Human arm,0.0,0.6943819999999999,0.8125,1.0
i39.jpg,Furniture,0.8,0.99791664,0.484375,0.6421875
i39.jpg,Wood-burning stove,0.47916666,0.89375,0.359375,0.9109375
i39.jpg,Home appliance,0.47916666,0.89375,0.359375,0.9109375
i40.jpg,Human face,0.4064915,0.6136012,0.20675105,0.5822785
i40.jpg,Human hair,0.25502318,0.6151468000000001,0.006329114,0.47679326
i40.jpg,Camera,0.37403402,0.7727975,0.24894515,1.0
i40.jpg,Human head,0.25811437,0.60741884,0.016877636,0.5822785
i40.jpg,Human hand,0.40185472,0.5981453,0.25105485,0.56962025
i40.jpg,Human hand,0.56414217,0.7697063000000001,0.4156118,0.70675105
i40.jpg,Jacket,0.061823804,0.9721793,0.48945147,0.9978903
i40.jpg,Man,0.044822257,0.97681606,0.006329114,1.0
i40.jpg,Person,0.044822257,0.97681606,0.006329114,1.0
i41.jpg,Swan,0.0,1.0,0.09955752,1.0
i41.jpg,Bird,0.0,1.0,0.09955752,1.0
i41.jpg,Animal,0.0,1.0,0.09955752,1.0
i42.jpg,Pasta,0.0,1.0,0.0,1.0
i43.jpg,Shrimp,0.0953125,0.915625,0.275,1.0
i43.jpg,Shellfish,0.0953125,0.915625,0.275,1.0
i43.jpg,Seafood,0.0953125,0.915625,0.275,1.0
i43.jpg,Marine invertebrates,0.0953125,0.915625,0.275,1.0
i43.jpg,Invertebrate,0.0953125,0.915625,0.275,1.0
i43.jpg,Shellfish,0.0953125,0.915625,0.275,1.0
i43.jpg,Animal,0.0953125,0.915625,0.275,1.0
i43.jpg,Seafood,0.0,1.0,0.0,1.0
i43.jpg,Shellfish,0.0515625,0.2640625,0.50416666,0.99791664
i43.jpg,Seafood,0.0515625,0.2640625,0.50416666,0.99791664
i43.jpg,Animal,0.0515625,0.2640625,0.50416666,0.99791664
i43.jpg,Shellfish,0.209375,0.4859375,0.40833333,0.96875
i43.jpg,Seafood,0.209375,0.4859375,0.40833333,0.96875
i43.jpg,Animal,0.209375,0.4859375,0.40833333,0.96875
i43.jpg,Shellfish,0.3875,0.740625,0.26875,0.825
i43.jpg,Seafood,0.3875,0.740625,0.26875,0.825
i43.jpg,Animal,0.3875,0.740625,0.26875,0.825
i43.jpg,Shellfish,0.609375,0.9296875,0.33333334,0.7729166999999999
i43.jpg,Seafood,0.609375,0.9296875,0.33333334,0.7729166999999999
i43.jpg,Animal,0.609375,0.9296875,0.33333334,0.7729166999999999
i44.jpg,Car,0.0890625,0.9390625,0.0020833334,0.8958333
i44.jpg,Land vehicle,0.0890625,0.9390625,0.0020833334,0.8958333
i44.jpg,Vehicle,0.0890625,0.9390625,0.0020833334,0.8958333
i44.jpg,Tire,0.0890625,0.1578125,0.31458333,0.49166667
i44.jpg,Tire,0.2671875,0.434375,0.54583335,0.8541667
i44.jpg,Wheel,0.0953125,0.1484375,0.31458333,0.48958334
i44.jpg,Wheel,0.2609375,0.4328125,0.53541666,0.85833335
i45.jpg,Potato,0.12536873,0.9159292,0.0,0.8982300999999999
i45.jpg,Vegetable,0.12536873,0.9159292,0.0,0.8982300999999999
i46.jpg,Antelope,0.4203125,0.778125,0.11273486,0.95615864
i46.jpg,Animal,0.4203125,0.778125,0.11273486,0.95615864
i46.jpg,Goat,0.4203125,0.7828125,0.11691023,0.95615864
i46.jpg,Animal,0.4203125,0.7828125,0.11691023,0.95615864
i47.jpg,Human hair,0.4140625,0.60546875,0.0390625,0.1484375
i47.jpg,Human hair,0.56640625,0.72265625,0.27864584,0.36197916
i47.jpg,Human leg,0.0,1.0,0.0,1.0
i47.jpg,Sunglasses,0.46875,0.56640625,0.12760417,0.13802083
i47.jpg,Personal care,0.46875,0.56640625,0.12760417,0.13802083
i47.jpg,Person,0.0,0.14453125,0.0,0.24479167
i47.jpg,Person,0.0625,0.23828125,0.0,0.1015625
i47.jpg,Sports uniform,0.328125,0.8828125,0.38541666,0.78125
i47.jpg,Sports uniform,0.33203125,0.6328125,0.17447917,0.7083333
i47.jpg,Sports uniform,0.41015625,0.609375,0.0,0.1640625
i47.jpg,Sports uniform,0.94140625,0.99609375,0.0,0.14583333
i47.jpg,Human head,0.44140625,0.5859375,0.083333336,0.19010417
i47.jpg,Human head,0.55859375,0.7265625,0.28125,0.43229166
i47.jpg,Footwear,0.0,0.0390625,0.15625,0.21354167
i47.jpg,Footwear,0.0234375,0.125,0.17708333,0.23958333
i47.jpg,Footwear,0.08984375,0.1484375,0.036458332,0.096354164
i47.jpg,Footwear,0.1640625,0.21484375,0.0,0.075520836
i47.jpg,Footwear,0.41796875,0.48046875,0.6223958,0.7083333
i47.jpg,Shorts,0.0,0.09765625,0.0,0.052083332
i47.jpg,Shorts,0.37890625,0.484375,0.38802084,0.5572917
i47.jpg,Shorts,0.453125,0.80078125,0.6380208,0.7786458
i47.jpg,Shorts,0.9375,0.99609375,0.046875,0.1484375
i47.jpg,Human arm,0.28515625,0.5078125,0.42447916,0.6328125
